id,number,title,firstName,lastName,name,photoUrl,pmCandidateRank,partyId,partyCode,partyName,partyabbreviation,partyColor
c9dd8211-34aa-4439-8331-4bdc5c3278a9,35,นางสาว,ฐานุตรา,พุ่มสีดา,นางสาวฐานุตรา พุ่มสีดา,,,3d55d7c9-f0bc-4803-b40e-090a7ea5d872,3,พรรคใหม่,,#FF5722
ca3c930f-1984-4c61-8bd7-ee0d44cee554,35,นาย,สกนธ์,อาภาภรณ์กุล,นายสกนธ์ อาภาภรณ์กุล,,,0c044088-618b-49af-a291-fb28ffe9e0f8,11,พรรคเศรษฐกิจ,,#FFA000
cae09262-98b4-424e-9a60-f8a78fa517d3,35,นางสาว,พิมพ์รพี,พันธุ์วิชาติกุล,นางสาวพิมพ์รพี พันธุ์วิชาติกุล,https://gbqmnnammihcoxshkdxd.supabase.co/storage/v1/object/public/partylist-photos/27/035.jpg,,d7155f6d-736d-42c0-8bc0-00ee6e1970dc,27,พรรคประชาธิปัตย์,,#0066B3
e0824207-6b85-4f7f-b961-58745359f4b2,35,นาย,รัชต์เชียร,ทิพธนากิตติพร,นายรัชต์เชียร ทิพธนากิตติพร,,,965b4b93-c01e-4a2b-a987-577f2b99ebb4,49,พรรคไทยก้าวใหม่,,#1E88E5
19b17f88-4562-42f7-b4cb-785043a5664c,36,นาย,วรชาติ,อหันทริก,นายวรชาติ อหันทริก,,,115da917-bf32-4e96-a2ae-b7818d0909ee,6,พรรครวมไทยสร้างชาติ,,#FF6D00
1dea3203-662e-4bd8-bc72-7bfc19a0ae9f,36,นางสาว,กฤษณา,สีหลักษณ์,นางสาวกฤษณา สีหลักษณ์,https://gbqmnnammihcoxshkdxd.supabase.co/storage/v1/object/public/partylist-photos/9/036.jpg,,2d8a1c84-0bc8-4377-965d-c020a0097c27,9,พรรคเพื่อไทย,,#E4002B
2bc2e4c9-33ed-4a04-8dbb-130bbaa47dce,36,นาง,ยุพิน,สะโมสร,นางยุพิน สะโมสร,,,3d55d7c9-f0bc-4803-b40e-090a7ea5d872,3,พรรคใหม่,,#FF5722
2c334fe7-0055-44da-9f8a-a480bc336ee0,36,นางสาว,มาริสา,สมคำพี่,นางสาวมาริสา สมคำพี่,,,cb1b6cf2-41fa-49b1-a060-01acf13edc81,48,พรรคไทยสร้างไทย,,#00ACC1
383983e3-9d32-4190-b06e-5351f0aa71a4,36,นาย,ไพรัตน์,ตันบรรจง,นายไพรัตน์ ตันบรรจง,,,a62aca08-91b7-4f3f-ba8f-cb9e884a3799,42,พรรคกล้าธรรม,,#5D4037
44582bb0-7b9b-4200-9cf0-2927e9291185,36,นาย,วิภัชภณ,สุธากุล,นายวิภัชภณ สุธากุล,,,bcdcd19b-d619-47dd-8535-fafb6bc6f4d8,12,พรรคเสรีรวมไทย,,#C62828
4dc2b7f3-a997-43c1-a525-e4e9a2c3a77e,36,นาย,ไพรัช,ยิ่งสุข,นายไพรัช ยิ่งสุข,,,7255d2d0-1f49-4fd8-adad-7acfea2d5126,56,พรรคเพื่อบ้านเมือง,,#1565C0
661a1771-4c84-4553-b433-c818b4b7285e,36,นาย,ณัฐพงศ์,สุวรรณศิลป์,นายณัฐพงศ์ สุวรรณศิลป์,,,7f4755ca-ea3a-4023-869d-9cabba328db0,33,พรรคประชาชาติ,,#2E7D32
